XP_008198556.1	XP_018560752.1
XP_969947.3	XP_018577235.2
XP_008191126.1	XP_018577236.1
XP_008194690.1	XP_018577238.1
XP_970017.1	XP_018577240.1
XP_008194712.1	XP_018577241.1
XP_015835161.1	XP_018577242.1
XP_008193927.1	XP_018577243.1
XP_969405.2	XP_018577245.1
XP_968460.1	XP_018577246.1
XP_968338.2	XP_018577248.1
XP_970921.1	XP_018577249.1
XP_970065.3	XP_018577251.1
XP_971841.2	XP_018577252.1
XP_008195819.1	XP_018577254.1
XP_008190912.1	XP_018577262.1
XP_008190936.1	XP_018577265.1
XP_974170.1	XP_018577266.1
XP_973256.1	XP_018577267.1
XP_970366.3	XP_018577269.1
XP_008190937.1	XP_018577270.1
XP_008193991.1	XP_018577271.1
XP_970300.1	XP_018577272.1
XP_008190876.2	XP_018577273.1
XP_008196187.1	XP_018577274.1
XP_008200287.1	XP_018577282.1
XP_970081.3	XP_018577283.1
XP_970349.3	XP_018577284.1
XP_008200289.1	XP_018577285.1
XP_970887.2	XP_018577286.1
XP_008190831.1	XP_018577287.1
XP_008200285.1	XP_018577290.1
XP_001808147.1	XP_018577292.1
XP_975427.2	XP_018577293.1
XP_008196350.1	XP_018577294.1
XP_972074.1	XP_018577298.1
XP_966345.1	XP_018577301.1
XP_008198978.1	XP_018577302.1
XP_971657.1	XP_018577303.1
XP_971769.1	XP_018577305.1
XP_008198980.1	XP_018577308.1
XP_008198979.1	XP_018577311.1
XP_971989.2	XP_018577312.1
XP_971936.1	XP_018577315.1
XP_008198977.1	XP_018577316.1
XP_971827.2	XP_018577317.1
XP_972440.1	XP_018577318.1
XP_966391.1	XP_018577319.1
XP_015837887.1	XP_018577320.1
XP_973129.2	XP_018577321.1
XP_001809356.1	XP_018577323.2
XP_975105.3	XP_018577324.1
XP_008199533.1	XP_018577325.1
XP_015837908.1	XP_018577327.1
XP_966781.1	XP_018577328.1
XP_008199035.1	XP_018577330.1
XP_967758.1	XP_018577332.1
XP_975095.1	XP_018577333.1
XP_008196850.1	XP_018577334.1
XP_974082.2	XP_018577335.1
XP_008196988.1	XP_018577337.1
XP_975115.1	XP_018577339.1
XP_008196851.1	XP_018577340.1
XP_008197251.1	XP_018577344.1
XP_973768.1	XP_018577345.1
XP_973796.1	XP_018577347.1
XP_015837815.1	XP_018577348.1
XP_966647.3	XP_018577350.1
XP_008194038.1	XP_018577352.1
XP_966555.1	XP_018577353.1
XP_008197374.1	XP_018577362.1
XP_015837619.1	XP_018577363.1
XP_008197376.1	XP_018577364.1
XP_008197519.1	XP_018577365.1
NP_001164115.1	XP_018577366.1
XP_008195521.2	XP_018577369.1
XP_008195522.1	XP_018577370.1
XP_008195882.1	XP_018577373.1
XP_008190651.1	XP_018577374.1
XP_008192041.2	XP_018577378.1
XP_015833076.1	XP_018577381.1
XP_015833078.1	XP_018577383.1
XP_008200292.1	XP_018577384.1
XP_001810193.1	XP_018577389.1
XP_015833827.1	XP_018577391.1
XP_008198629.1	XP_018577394.1
XP_008193997.1	XP_018577395.1
XP_969824.1	XP_018577396.1
XP_974640.1	XP_018577397.1
XP_974784.1	XP_018577398.1
XP_008195215.1	XP_018577399.1
XP_971910.1	XP_018577403.1
XP_966448.1	XP_018577410.1
XP_008200809.1	XP_018577414.1
XP_008200806.1	XP_018577415.1
XP_008194285.1	XP_018577417.1
XP_008200808.1	XP_018577418.1
XP_966495.1	XP_018577421.1
XP_001812890.2	XP_018577423.1
XP_968001.1	XP_018577425.1
XP_008197598.1	XP_018577427.1
XP_973444.1	XP_018577429.1
XP_972869.1	XP_018577431.1
XP_008198210.2	XP_018577432.1
XP_008196723.1	XP_018577433.1
XP_008194045.1	XP_018577438.1
XP_008194200.2	XP_018577444.1
XP_008194848.1	XP_018577446.1
XP_008193877.2	XP_018577447.1
XP_008194046.1	XP_018577449.1
XP_008194314.1	XP_018577451.1
XP_015835948.1	XP_018577452.1
XP_008200200.1	XP_018577454.1
XP_970005.1	XP_018577457.1
XP_008194284.1	XP_018577458.1
XP_967600.2	XP_018577460.1
XP_008201208.1	XP_018577462.1
XP_015832946.1	XP_018577463.1
XP_015832947.1	XP_018577468.1
XP_975299.1	XP_018577469.1
XP_971552.2	XP_018577470.1
XP_015840561.1	XP_018577472.1
XP_008197422.1	XP_018577475.1
XP_008197423.1	XP_018577476.1
XP_974824.1	XP_018577477.1
XP_008193114.1	XP_018577478.1
XP_972684.2	XP_018577482.1
XP_972723.3	XP_018577487.1
XP_975607.1	XP_018577491.1
XP_008191566.1	XP_018577495.1
XP_015835669.1	XP_018577496.1
XP_974150.1	XP_018577500.1
XP_008193851.1	XP_018577501.1
XP_970811.3	XP_018577503.1
XP_967097.1	XP_018577504.1
XP_008190675.1	XP_018577507.1
XP_968790.1	XP_018577510.1
XP_008199893.1	XP_018577511.1
XP_968936.1	XP_018577512.2
XP_008192964.1	XP_018577514.1
XP_969823.3	XP_018577516.1
NP_001164203.1	XP_018577517.1
XP_015833204.1	XP_018577518.1
XP_975978.2	XP_018577519.1
XP_008200682.1	XP_018577520.1
XP_975383.3	XP_018577523.1
XP_015833213.1	XP_018577526.1
XP_015833202.1	XP_018577527.1
XP_008191162.1	XP_018577528.1
XP_967066.1	XP_018577531.1
XP_015833638.1	XP_018577532.1
XP_971862.1	XP_018577536.1
XP_967422.1	XP_018577539.1
XP_008193210.1	XP_018577541.1
XP_967256.1	XP_018577545.1
XP_001809029.1	XP_018577546.1
XP_967510.2	XP_018577548.1
XP_972929.2	XP_018577550.1
XP_972051.1	XP_018577551.1
XP_008200453.1	XP_018577553.1
XP_974492.1	XP_018577557.1
XP_015833279.1	XP_018577559.1
XP_974523.1	XP_018577560.1
XP_015833285.1	XP_018577561.1
XP_972028.1	XP_018577562.1
XP_008195151.1	XP_018577563.1
XP_008195152.1	XP_018577564.1
XP_008196270.1	XP_018577585.2
XP_970089.1	XP_018577595.1
XP_971585.1	XP_018577596.1
XP_008195748.1	XP_018577597.1
XP_969056.1	XP_018577599.1
XP_008195585.1	XP_018577600.1
XP_008195578.1	XP_018577601.1
XP_008193898.1	XP_018577602.1
XP_015835489.1	XP_018577609.1
XP_966588.1	XP_018577612.1
NP_001165861.1	XP_018577618.1
XP_008200223.1	XP_018577619.1
XP_971851.1	XP_018577620.1
XP_973628.2	XP_018577621.1
XP_001811667.1	XP_018577623.1
XP_008192180.1	XP_018577624.1
XP_008192186.1	XP_018577625.1
XP_001812612.1	XP_018577628.1
XP_001811750.1	XP_018577629.1
XP_972821.1	XP_018577631.1
XP_975212.1	XP_018577633.1
XP_008194418.1	XP_018577634.1
XP_971011.1	XP_018577635.1
XP_001812786.1	XP_018577642.1
XP_001812744.1	XP_018577643.1
XP_008194292.1	XP_018577645.1
XP_015839977.1	XP_018577649.1
XP_008201630.1	XP_018577651.1
XP_967136.1	XP_018577661.1
XP_008191806.1	XP_018577666.1
XP_008196839.1	XP_018577668.1
XP_974969.1	XP_018577670.1
XP_976150.1	XP_018577671.1
XP_008196843.1	XP_018577672.1
XP_015839140.1	XP_018577674.1
XP_973213.1	XP_018577675.1
XP_008194283.1	XP_018577677.1
XP_008190655.1	XP_018577683.1
XP_969316.1	XP_018577685.1
XP_008193848.2	XP_018577686.1
XP_973990.1	XP_018577687.1
XP_967495.1	XP_018577692.1
XP_001815380.2	XP_018577693.1
XP_008194280.1	XP_018577696.1
XP_969125.1	XP_018577698.1
XP_008196291.1	XP_018577699.1
XP_008196292.1	XP_018577700.1
XP_015838809.1	XP_018577702.1
XP_974317.1	XP_018577705.1
XP_970874.1	XP_018577706.1
XP_008197549.1	XP_018577707.1
XP_015835258.1	XP_018577709.1
XP_970243.1	XP_018577710.1
XP_967978.1	XP_018577711.1
XP_008192963.1	XP_018577715.1
XP_008192941.1	XP_018577716.1
XP_973728.1	XP_018577720.1
XP_966501.1	XP_018577722.1
XP_008196205.1	XP_018577725.2
XP_969105.1	XP_018577726.1
XP_001806886.2	XP_018577728.1
XP_968882.1	XP_018577729.1
XP_968956.1	XP_018577732.1
XP_969028.1	XP_018577733.1
XP_001812254.1	XP_018577735.1
XP_969665.1	XP_018577737.1
XP_008190864.1	XP_018577738.1
XP_015835672.1	XP_018577740.1
XP_974147.1	XP_018577742.1
XP_974119.1	XP_018577743.1
XP_015836381.1	XP_018577747.1
XP_972508.3	XP_018577748.1
XP_971029.1	XP_018577749.1
XP_008192925.1	XP_018577750.1
XP_967254.1	XP_018577751.1
XP_966688.1	XP_018577752.1
XP_008193779.1	XP_018577757.1
XP_971028.1	XP_018577759.1
XP_970514.2	XP_018577761.1
XP_015835139.1	XP_018577762.1
XP_969487.1	XP_018577763.1
XP_008195112.1	XP_018577764.1
XP_008195115.1	XP_018577766.1
XP_970061.1	XP_018577767.1
XP_015836730.1	XP_018577770.1
XP_969560.1	XP_018577774.1
XP_008195117.1	XP_018577775.1
XP_970541.1	XP_018577776.2
XP_015833634.1	XP_018577777.1
XP_971714.1	XP_018577780.1
XP_970344.2	XP_018577781.2
XP_015833490.1	XP_018577782.1
XP_972300.2	XP_018577783.1
XP_015836069.1	XP_018577784.1
XP_973695.2	XP_018577786.1
XP_008193722.1	XP_018577787.1
XP_973727.1	XP_018577788.1
XP_970591.1	XP_018577789.1
XP_970725.1	XP_018577790.1
XP_973786.1	XP_018577793.1
XP_972739.1	XP_018577794.1
XP_968424.2	XP_018577795.1
XP_971885.1	XP_018577796.1
XP_972658.1	XP_018577798.1
NP_001123894.1	XP_018577800.1
XP_970185.1	XP_018577803.1
XP_971663.1	XP_018577805.2
XP_966880.1	XP_018577807.2
XP_015838963.1	XP_018577808.1
XP_015839142.1	XP_018577809.1
XP_008199024.2	XP_018577812.1
XP_971496.1	XP_018577814.1
XP_008200178.1	XP_018577815.1
XP_008200179.1	XP_018577816.1
XP_008200288.1	XP_018577817.1
XP_970631.1	XP_018577818.1
XP_015833112.1	XP_018577819.1
XP_970436.2	XP_018577820.1
XP_008193226.1	XP_018577823.1
XP_008192556.1	XP_018577825.1
XP_970628.2	XP_018577827.1
XP_015833326.1	XP_018577829.2
XP_967872.2	XP_018577831.1
XP_969979.1	XP_018577837.1
XP_008192926.1	XP_018577839.1
XP_015835880.1	XP_018577840.1
XP_972953.1	XP_018577841.1
XP_967420.1	XP_018577843.1
XP_974266.1	XP_018577845.1
XP_974293.1	XP_018577846.1
XP_001811647.1	XP_018577847.1
XP_008195431.1	XP_018577849.1
XP_015839580.1	XP_018577851.1
XP_971983.1	XP_018577854.1
XP_008190934.1	XP_018577857.1
XP_008190932.1	XP_018577858.1
XP_974036.1	XP_018577859.1
XP_008192422.1	XP_018577861.1
XP_015833280.1	XP_018577862.1
NP_001161785.1	XP_018577863.1
XP_970200.1	XP_018577867.1
XP_008200964.1	XP_018577869.1
XP_008193263.1	XP_018577874.1
XP_972306.2	XP_018577877.1
XP_015833990.1	XP_018577879.1
XP_008193285.1	XP_018577882.1
XP_015833784.1	XP_018577884.1
XP_969326.1	XP_018577886.1
XP_969843.1	XP_018577901.1
XP_008192959.1	XP_018577902.1
XP_015840313.1	XP_018577904.1
XP_015836671.1	XP_018577905.1
XP_001814509.1	XP_018577916.1
XP_971981.2	XP_018577920.1
XP_008197147.1	XP_018577921.1
XP_969888.1	XP_018577924.1
XP_968256.1	XP_018577925.1
XP_008190428.1	XP_018577928.1
XP_971845.3	XP_018577931.1
XP_974454.1	XP_018577933.1
XP_008190944.1	XP_018577935.1
XP_015833275.1	XP_018577936.1
XP_974199.2	XP_018577942.1
XP_975458.3	XP_018577946.1
XP_008195901.1	XP_018577948.1
XP_969804.2	XP_018577954.1
XP_015840859.1	XP_018577956.1
XP_971056.1	XP_018577960.1
XP_008199351.1	XP_018577963.1
NP_001308030.1	XP_018577964.1
XP_974024.1	XP_018577965.1
XP_008193074.1	XP_018577967.1
XP_972919.1	XP_018577968.1
NP_001107775.1	XP_018577970.1
XP_968825.1	XP_018577971.1
XP_967363.1	XP_018577975.1
XP_008195316.1	XP_018577977.1
NP_001107776.1	XP_018577978.1
XP_974945.1	XP_018577979.1
XP_015834685.1	XP_018577984.1
XP_969232.1	XP_018577985.1
XP_971130.1	XP_018577987.1
XP_968378.1	XP_018577988.1
XP_974927.1	XP_018577991.1
XP_001812198.1	XP_018577995.1
XP_008197692.1	XP_018577998.1
XP_970406.1	XP_018578000.1
XP_008197691.1	XP_018578001.1
XP_001813626.1	XP_018578007.1
XP_970970.3	XP_018578008.1
XP_008200598.1	XP_018578009.1
XP_001811757.2	XP_018578010.1
XP_001811714.1	XP_018578011.1
XP_015835660.1	XP_018578016.1
XP_001809587.2	XP_018578017.1
XP_969360.1	XP_018578021.1
XP_971875.2	XP_018578025.1
XP_972141.2	XP_018578026.1
XP_008191146.1	XP_018578028.1
XP_969306.1	XP_018578031.1
XP_969834.1	XP_018578034.1
XP_008197557.1	XP_018578035.1
XP_015838760.1	XP_018578036.1
XP_971172.2	XP_018578037.1
XP_971110.1	XP_018578038.1
XP_966756.1	XP_018578039.1
XP_971049.1	XP_018578040.1
XP_008200602.2	XP_018578042.1
XP_008197912.1	XP_018578044.1
XP_008198150.1	XP_018578045.1
XP_971778.1	XP_018578048.1
XP_974062.1	XP_018578050.1
XP_008195325.1	XP_018578058.1
XP_973245.1	XP_018578059.1
XP_974034.1	XP_018578061.1
XP_015839629.1	XP_018578062.1
XP_008201713.1	XP_018578063.1
XP_008201714.1	XP_018578064.1
XP_008201715.1	XP_018578065.1
XP_008201716.1	XP_018578066.1
XP_015839451.1	XP_018578071.1
XP_008200160.1	XP_018578074.1
XP_008191478.1	XP_018578075.1
XP_970508.2	XP_018578078.1
XP_008191479.1	XP_018578080.1
XP_008196620.1	XP_018578081.1
XP_973708.1	XP_018578082.1
XP_973675.1	XP_018578083.1
XP_008196975.1	XP_018578086.1
XP_968236.1	XP_018578087.1
XP_968620.1	XP_018578088.1
XP_015837999.1	XP_018578089.1
XP_015837997.1	XP_018578090.1
XP_976424.1	XP_018578091.1
XP_972476.1	XP_018578100.1
XP_971909.2	XP_018578106.1
XP_008200040.1	XP_018578109.1
XP_972985.1	XP_018578112.1
XP_966953.1	XP_018578116.1
XP_008195902.1	XP_018578117.1
XP_968136.1	XP_018578120.1
XP_967824.1	XP_018578121.1
XP_968412.1	XP_018578122.1
XP_008198628.1	XP_018578123.1
XP_967487.1	XP_018578124.1
XP_973170.1	XP_018578127.1
XP_973697.1	XP_018578131.1
XP_008200601.1	XP_018578132.1
XP_008196037.1	XP_018578133.1
XP_008200339.1	XP_018578134.1
XP_971558.1	XP_018578135.1
XP_968505.1	XP_018578137.1
XP_972204.2	XP_018578140.1
XP_015839706.1	XP_018578145.1
XP_008190970.1	XP_018578148.1
XP_974924.1	XP_018578149.1
XP_008199571.1	XP_018578150.1
XP_974790.1	XP_018578151.1
XP_008194578.1	XP_018578156.1
XP_968898.1	XP_018578157.1
XP_969047.2	XP_018578158.1
XP_008197658.1	XP_018578159.1
XP_967392.1	XP_018578161.1
XP_973829.1	XP_018578162.1
XP_969453.1	XP_018578164.1
XP_015839879.1	XP_018578165.1
XP_973381.1	XP_018578167.1
XP_973414.1	XP_018578168.1
XP_973446.3	XP_018578171.1
XP_008200226.1	XP_018578176.1
XP_008192928.1	XP_018578179.1
XP_008192929.1	XP_018578180.1
XP_008200227.1	XP_018578188.1
XP_015833072.1	XP_018578196.1
XP_015835418.1	XP_018578200.1
XP_015835419.1	XP_018578201.1
XP_973328.1	XP_018578202.1
XP_008193094.1	XP_018578203.1
XP_975265.1	XP_018578205.1
XP_971279.1	XP_018578208.1
XP_008198754.1	XP_018578210.1
XP_971782.2	XP_018578212.1
XP_971838.1	XP_018578213.1
XP_971892.1	XP_018578214.1
XP_969518.1	XP_018578216.1
XP_971123.1	XP_018578217.1
XP_971252.1	XP_018578220.1
XP_971311.1	XP_018578222.1
XP_971192.1	XP_018578223.1
XP_008199444.1	XP_018578226.1
XP_969463.1	XP_018578227.1
XP_971934.2	XP_018578230.1
XP_969285.1	XP_018578237.1
XP_001811853.1	XP_018578242.1
XP_971436.1	XP_018578244.1
XP_008194279.1	XP_018578245.1
XP_973527.1	XP_018578246.1
XP_969092.1	XP_018578249.1
XP_015839444.1	XP_018578250.1
XP_975040.2	XP_018578253.1
XP_015837969.1	XP_018578258.1
XP_968923.1	XP_018578260.1
XP_969231.1	XP_018578263.1
XP_008200406.1	XP_018578264.1
XP_015839991.1	XP_018578265.1
XP_008198464.2	XP_018578266.1
XP_974771.1	XP_018578267.1
XP_966334.1	XP_018578269.1
XP_970221.1	XP_018578272.1
XP_015836485.1	XP_018578274.1
XP_015836638.1	XP_018578275.1
XP_001813804.2	XP_018578277.1
XP_971567.1	XP_018578279.1
XP_972649.1	XP_018578280.1
XP_015836181.1	XP_018578282.1
XP_969577.2	XP_018578294.1
XP_008197848.1	XP_018578295.1
XP_972551.1	XP_018578297.1
XP_971198.2	XP_018578301.1
XP_967057.1	XP_018578302.1
XP_015836857.1	XP_018578311.1
XP_008199479.1	XP_018578320.1
XP_015839963.1	XP_018578332.1
XP_971999.1	XP_018578333.1
XP_008200711.1	XP_018578338.1
XP_971954.1	XP_018578345.1
XP_008191365.1	XP_018578347.1
XP_973869.1	XP_018578348.1
XP_015833910.1	XP_018578351.1
XP_971724.1	XP_018578354.1
XP_968782.1	XP_018578358.1
XP_972250.1	XP_018578362.1
XP_008199776.1	XP_018578365.1
XP_008199650.1	XP_018578367.1
XP_015833585.1	XP_018578370.1
XP_015833586.1	XP_018578371.1
XP_008191059.1	XP_018578373.1
XP_971270.1	XP_018578376.1
XP_967370.2	XP_018578377.1
XP_001809803.1	XP_018578383.1
XP_970500.1	XP_018578384.1
XP_008197582.2	XP_018578385.1
XP_008197627.1	XP_018578387.1
XP_972301.2	XP_018578392.1
XP_008197587.1	XP_018578394.1
XP_972048.1	XP_018578397.1
XP_008197674.1	XP_018578398.1
XP_973149.1	XP_018578399.1
NP_001280510.1	XP_018578400.1
XP_972981.1	XP_018578401.1
XP_968536.1	XP_018578402.1
XP_973805.1	XP_018578407.1
XP_008194205.2	XP_018578409.2
XP_015839092.1	XP_018578410.1
XP_015839093.1	XP_018578411.1
XP_008198524.1	XP_018578412.1
NP_001161316.1	XP_018578419.1
XP_971492.1	XP_018578423.1
XP_008193047.1	XP_018578426.1
XP_971684.1	XP_018578428.1
XP_008199364.1	XP_018578430.1
XP_974678.1	XP_018578432.1
XP_967192.2	XP_018578434.1
XP_967095.1	XP_018578435.1
XP_967276.1	XP_018578436.1
XP_967356.1	XP_018578437.1
XP_969639.1	XP_018578438.1
XP_008197636.1	XP_018578439.1
XP_015832965.1	XP_018578440.1
XP_001808987.1	XP_018578444.1
XP_008197271.1	XP_018578445.1
XP_015837814.1	XP_018578446.1
XP_974053.1	XP_018578448.1
XP_973748.1	XP_018578450.1
XP_971673.1	XP_018578454.1
XP_974473.1	XP_018578455.1
XP_015837511.1	XP_018578456.1
XP_008200716.1	XP_018578460.1
XP_972197.1	XP_018578464.1
XP_971303.1	XP_018578465.1
XP_008193502.1	XP_018578469.1
XP_008195023.1	XP_018578476.1
XP_971616.1	XP_018578478.1
XP_008200894.1	XP_018578479.1
XP_008190310.1	XP_018578480.2
XP_971668.1	XP_018578483.1
XP_008199836.1	XP_018578488.1
XP_015835824.1	XP_018578492.1
XP_966730.2	XP_018578494.1
XP_001814678.1	XP_018578495.1
XP_015833071.1	XP_018578496.1
XP_001814707.1	XP_018578497.1
XP_001810630.1	XP_018578500.1
XP_015833282.1	XP_018578502.1
XP_015838174.1	XP_018578504.1
XP_008193472.1	XP_018578505.1
XP_015836646.1	XP_018578515.1
XP_970516.1	XP_018578522.1
XP_970614.1	XP_018578526.1
XP_970464.1	XP_018578527.1
XP_008198501.1	XP_018578530.1
XP_968697.1	XP_018578531.1
XP_015833656.1	XP_018578532.1
XP_015839151.1	XP_018578533.1
XP_015839152.1	XP_018578535.1
XP_008198513.1	XP_018578536.1
XP_968850.1	XP_018578537.1
XP_015838297.1	XP_018578538.1
XP_008196619.1	XP_018578539.1
XP_970027.1	XP_018578542.1
XP_975542.1	XP_018578548.1
XP_966740.1	XP_018578549.1
XP_015840126.1	XP_018578550.1
XP_969503.1	XP_018578552.1
XP_008200825.1	XP_018578554.1
XP_008195410.1	XP_018578555.1
XP_008195411.1	XP_018578556.1
XP_974896.1	XP_018578559.1
XP_008195726.1	XP_018578560.1
XP_974885.1	XP_018578561.1
XP_969920.2	XP_018578562.1
XP_008198627.1	XP_018578571.1
XP_008198403.1	XP_018578575.1
XP_968106.2	XP_018578576.1
XP_975412.2	XP_018578581.1
XP_015837486.1	XP_018578583.1
XP_008198230.1	XP_018578584.1
XP_968870.1	XP_018578588.1
XP_974446.1	XP_018578589.1
XP_015840079.1	XP_018578593.1
XP_008191805.1	XP_018578597.1
XP_008200195.1	XP_018578599.1
XP_968325.1	XP_018578600.1
XP_015840458.1	XP_018578601.1
XP_968250.2	XP_018578602.1
XP_015834017.1	XP_018578603.1
XP_967788.1	XP_018578604.1
XP_972538.1	XP_018578605.1
XP_972436.1	XP_018578607.1
NP_001153689.1	XP_018578608.1
XP_008195376.1	XP_018578609.1
XP_969821.1	XP_018578610.1
XP_968941.1	XP_018578614.1
XP_969580.1	XP_018578620.1
XP_973513.2	XP_018578625.1
XP_015836098.1	XP_018578630.1
XP_970979.1	XP_018578633.1
XP_015836852.1	XP_018578634.1
XP_008195061.1	XP_018578636.1
XP_974833.1	XP_018578637.1
XP_008200255.1	XP_018578640.1
XP_968933.1	XP_018578644.1
XP_969079.1	XP_018578645.1
XP_973455.1	XP_018578646.1
XP_008190969.1	XP_018578648.1
XP_971006.2	XP_018578650.1
XP_968072.1	XP_018578659.1
XP_975792.1	XP_018578660.1
XP_015839254.1	XP_018578661.1
XP_975233.2	XP_018578666.1
XP_015838482.1	XP_018578672.1
XP_008196468.1	XP_018578673.1
XP_008199452.1	XP_018578680.1
XP_967379.1	XP_018578681.1
XP_008200385.1	XP_018578682.1
XP_974760.1	XP_018578688.1
XP_015840396.1	XP_018578689.2
XP_972023.1	XP_018578692.1
XP_001813975.1	XP_018578693.1
XP_008194805.1	XP_018578694.1
XP_008197566.1	XP_018578697.1
XP_015837867.1	XP_018578698.1
XP_008199566.1	XP_018578701.1
XP_970597.2	XP_018578705.2
XP_966549.1	XP_018578707.1
XP_015837346.1	XP_018578708.1
XP_968701.1	XP_018578710.1
XP_973175.1	XP_018578711.1
XP_969874.1	XP_018578712.1
XP_968007.2	XP_018578717.1
XP_968081.1	XP_018578718.1
XP_008199025.2	XP_018578719.1
XP_967848.2	XP_018578723.1
XP_008199426.1	XP_018578724.1
XP_967690.1	XP_018578725.1
XP_008199425.1	XP_018578726.1
XP_001814885.2	XP_018578727.1
XP_001812334.1	XP_018578728.1
NP_001107818.1	XP_018578729.1
XP_973850.1	XP_018578730.1
XP_008200957.1	XP_018578732.1
XP_015834555.1	XP_018578733.1
XP_008199034.1	XP_018578734.1
XP_973882.1	XP_018578735.1
XP_968474.1	XP_018578736.1
XP_967034.2	XP_018578737.1
XP_969735.1	XP_018578738.1
XP_008199362.1	XP_018578743.1
XP_008199414.1	XP_018578744.1
XP_972691.1	XP_018578745.1
XP_966867.1	XP_018578748.1
XP_974007.1	XP_018578750.1
XP_015834406.1	XP_018578751.1
XP_001809262.1	XP_018578752.1
XP_008198657.1	XP_018578753.1
XP_968578.2	XP_018578754.1
XP_015834738.1	XP_018578755.1
XP_008199440.1	XP_018578756.1
XP_015834392.1	XP_018578757.1
XP_015834370.1	XP_018578758.1
XP_015834381.1	XP_018578759.1
XP_008200256.1	XP_018578760.1
XP_015835361.1	XP_018578765.1
XP_973712.1	XP_018578766.1
XP_008200013.1	XP_018578767.1
NP_001164113.1	XP_018578768.1
XP_970159.1	XP_018578771.1
XP_008200829.1	XP_018578772.1
XP_008200700.1	XP_018578773.1
XP_015840795.1	XP_018578774.1
XP_973093.1	XP_018578778.1
XP_008191066.1	XP_018578780.2
XP_970857.2	XP_018578781.1
XP_015834921.1	XP_018578782.1
XP_969760.1	XP_018578784.1
XP_015836046.1	XP_018578785.1
XP_008200017.1	XP_018578786.1
XP_008200619.1	XP_018578790.1
XP_008200620.1	XP_018578791.1
XP_008193405.1	XP_018578792.1
XP_008200754.1	XP_018578796.1
XP_008201055.1	XP_018578797.1
XP_008193471.1	XP_018578798.1
XP_008200684.1	XP_018578803.1
XP_008200264.1	XP_018578804.1
XP_008200265.1	XP_018578805.1
XP_971503.1	XP_018578806.1
XP_008200763.1	XP_018578809.1
XP_008199442.1	XP_018578812.1
XP_969730.1	XP_018578816.1
XP_008200044.1	XP_018578817.1
XP_008199417.1	XP_018578818.1
XP_008190416.1	XP_018578819.1
XP_008199865.1	XP_018578825.1
XP_008200708.1	XP_018578827.1
XP_008193466.1	XP_018578830.1
XP_973460.3	XP_018578831.1
XP_008198121.1	XP_018578833.1
XP_008200717.1	XP_018578834.2
XP_008193499.1	XP_018578836.1
XP_973397.1	XP_018578839.1
XP_015834290.1	XP_018578841.1
XP_015834292.1	XP_018578842.1
XP_015834953.1	XP_018578844.1
XP_008199832.1	XP_018578845.1
XP_968497.2	XP_018578846.1
XP_975744.1	XP_018578850.1
XP_015835217.1	XP_018578851.1
XP_972103.1	XP_018578852.1
XP_974086.2	XP_018578853.1
XP_974059.1	XP_018578857.1
XP_967941.2	XP_018578859.1
XP_008193451.1	XP_018578860.1
XP_972272.3	XP_018578861.1
XP_008199027.1	XP_018578864.1
XP_008199028.1	XP_018578866.1
XP_974187.2	XP_018578870.1
XP_008198377.1	XP_018578871.1
XP_973896.2	XP_018578872.1
XP_008200693.1	XP_018578873.1
XP_008199455.1	XP_018578874.1
XP_008199456.1	XP_018578876.1
XP_008199459.1	XP_018578877.1
XP_974111.2	XP_018578878.1
XP_008199461.1	XP_018578879.1
XP_008199462.1	XP_018578881.1
XP_008200667.1	XP_018578882.1
XP_967393.1	XP_018578885.1
XP_967782.1	XP_018578886.1
XP_015840394.1	XP_018578887.1
XP_968102.1	XP_018578888.1
XP_008199029.1	XP_018578891.1
XP_008193492.1	XP_018578896.1
NP_001164534.1	XP_018578897.1
XP_967929.2	XP_018578898.1
XP_015834486.1	XP_018578903.1
XP_015834497.1	XP_018578905.1
XP_973627.1	XP_018578907.1
XP_015833329.1	XP_018578911.1
XP_008190819.1	XP_018578913.1
XP_971442.2	XP_018578915.1
XP_008193449.1	XP_018578916.1
XP_008200696.2	XP_018578917.1
XP_008193513.1	XP_018578918.1
XP_973837.1	XP_018578920.1
XP_015833081.1	XP_018578922.1
XP_008199466.1	XP_018578923.1
XP_008190540.1	XP_018578925.1
XP_008193656.1	XP_018578926.1
XP_966729.2	XP_018578927.1
XP_969014.1	XP_018578928.1
XP_974128.1	XP_018578931.1
XP_008200699.1	XP_018578933.1
XP_008193477.1	XP_018578934.1
XP_015833515.1	XP_018578935.1
XP_969941.1	XP_018578936.1
XP_008193464.1	XP_018578937.1
XP_015835466.1	XP_018578938.1
XP_008193418.1	XP_018578940.1
XP_015835436.1	XP_018578941.1
XP_969658.2	XP_018578942.1
XP_008200663.1	XP_018578944.1
XP_966727.1	XP_018578947.1
XP_008199831.1	XP_018578949.1
XP_974165.2	XP_018578951.1
XP_008199357.1	XP_018578952.1
XP_008193421.1	XP_018578954.1
XP_008193424.1	XP_018578956.1
XP_015836031.1	XP_018578960.1
XP_008199834.1	XP_018578964.1
XP_015834357.1	XP_018578965.1
XP_969381.1	XP_018578974.1
XP_015835414.1	XP_018578976.1
XP_015836136.1	XP_018578981.1
XP_015832945.1	XP_018578987.1
XP_970311.1	XP_018578990.1
XP_969750.1	XP_018578991.1
XP_001813375.1	XP_018578996.1
XP_971575.1	XP_018579000.1
XP_970126.1	XP_018579001.1
