NP_001034487.2	XP_023022290.1
XP_970232.1	XP_023022410.1
XP_970233.1	XP_023028639.1
XP_970234.1	XP_023018870.1
XP_970235.1	XP_023015477.1
XP_970238.1	XP_023013897.1
XP_970241.1	XP_023030317.1
XP_970242.1	XP_023019176.1
XP_970243.1	XP_023027390.1
XP_970245.1	XP_023014579.1
XP_970247.1	XP_023011699.1
XP_970250.1	XP_023017552.1
XP_970254.1	XP_023014650.1
XP_970257.1	XP_023030276.1
XP_970258.3	XP_023018126.1
XP_970259.1	XP_023024162.1
XP_970262.1	XP_023027023.1
XP_970263.1	XP_023018084.1
XP_970265.1	XP_023027545.1
XP_970269.1	XP_023026747.1
XP_970271.1	XP_023020223.1
XP_970272.2	XP_023013007.1
XP_970273.1	XP_023022442.1
XP_970274.2	XP_023023887.1
XP_970277.2	XP_023026852.1
XP_970287.1	XP_023023457.1
XP_970292.2	XP_023012585.1
XP_970295.1	XP_023018663.1
XP_970298.1	XP_023014889.1
XP_970300.1	XP_023029681.1
XP_970302.1	XP_023018872.1
XP_970303.1	XP_023015476.1
XP_970311.1	XP_023016545.1
XP_970313.1	XP_023013945.1
XP_970317.2	XP_023018432.1
XP_970320.1	XP_023012176.1
XP_970322.1	XP_023023089.1
XP_970326.1	XP_023011986.1
XP_970327.1	XP_023026714.1
XP_970328.1	XP_023018144.1
XP_970329.1	XP_023019721.1
XP_970337.1	XP_023026745.1
XP_970339.1	XP_023026775.1
XP_970340.2	XP_023015461.1
XP_970341.2	XP_023015556.1
XP_970342.1	XP_023019357.1
XP_970344.2	XP_023018922.1
XP_970349.3	XP_023012386.1
XP_970355.1	XP_023024639.1
XP_970366.3	XP_023016578.1
XP_970371.1	XP_023026045.1
XP_970374.1	XP_023011921.1
XP_970378.1	XP_023028986.1
XP_970381.1	XP_023024893.1
XP_970382.1	XP_023016284.1
XP_970389.1	XP_023030269.1
XP_970397.1	XP_023015724.1
XP_970398.1	XP_023024757.1
XP_970402.1	XP_023018483.1
XP_970406.1	XP_023026155.1
XP_970407.1	XP_023019351.1
XP_970410.1	XP_023015061.1
XP_970412.1	XP_023029519.1
XP_970414.1	XP_023026428.1
XP_970419.2	XP_023015417.1
XP_970424.2	XP_023015739.1
XP_970427.1	XP_023017553.1
XP_970430.1	XP_023022772.1
XP_970433.1	XP_023018800.1
XP_970436.2	XP_023012367.1
XP_970438.1	XP_023016009.1
XP_970446.1	XP_023016295.1
XP_970450.1	XP_023020516.1
XP_970454.1	XP_023030273.1
XP_970456.1	XP_023018945.1
XP_970457.1	XP_023019781.1
XP_970459.1	XP_023021859.1
XP_970461.1	XP_023020931.1
XP_970464.1	XP_023018815.1
XP_970485.1	XP_023022601.1
XP_970492.1	XP_023027462.1
XP_970494.1	XP_023029005.1
XP_970498.1	XP_023026516.1
XP_970500.1	XP_023023968.1
XP_970503.2	XP_023018801.1
XP_970506.1	XP_023015329.1
XP_970508.2	XP_023018903.1
XP_970509.1	XP_023022731.1
XP_970512.2	XP_023011929.1
XP_970514.2	XP_023013402.1
XP_970516.1	XP_023016636.1
XP_970519.1	XP_023025404.1
XP_970527.1	XP_023030275.1
XP_970528.1	XP_023014811.1
XP_970529.1	XP_023019438.1
XP_970530.1	XP_023023479.1
XP_970532.1	XP_023020299.1
XP_970535.2	XP_023023426.1
XP_970538.1	XP_023013963.1
XP_970541.1	XP_023014881.1
XP_970542.1	XP_023014011.1
XP_970543.1	XP_023023649.1
XP_970545.1	XP_023018252.1
XP_970548.1	XP_023016766.1
XP_970549.1	XP_023019353.1
XP_970550.1	XP_023024258.1
XP_970551.1	XP_023017090.1
XP_970554.1	XP_023027359.1
XP_970558.1	XP_023013078.1
XP_970562.1	XP_023017152.1
XP_970563.1	XP_023023417.1
XP_970564.1	XP_023023244.1
XP_970566.1	XP_023018709.1
XP_970568.2	XP_023028998.1
XP_970572.1	XP_023018565.1
XP_970573.1	XP_023022801.1
XP_970578.1	XP_023018792.1
XP_970581.1	XP_023028472.1
XP_970586.3	XP_023017649.1
XP_970590.1	XP_023015123.1
XP_970591.1	XP_023021579.1
XP_970597.2	XP_023025615.1
XP_970604.1	XP_023014810.1
XP_970606.1	XP_023020300.1
XP_970608.1	XP_023012922.1
XP_970609.1	XP_023026176.1
XP_970611.1	XP_023020938.1
XP_970612.2	XP_023013965.1
XP_970614.1	XP_023021343.1
XP_970616.1	XP_023024340.1
XP_970617.1	XP_023015389.1
XP_970620.1	XP_023014009.1
XP_970621.1	XP_023028494.1
XP_970624.1	XP_023023432.1
XP_970625.1	XP_023013035.1
XP_970626.1	XP_023029284.1
XP_970631.1	XP_023012390.1
XP_970633.1	XP_023016120.1
XP_970635.1	XP_023028964.1
XP_970640.2	XP_023021031.1
XP_970641.1	XP_023029397.1
XP_970642.2	XP_023016901.1
XP_970646.1	XP_023023361.1
XP_970648.1	XP_023016196.1
XP_970649.1	XP_023018802.1
XP_970655.1	XP_023011936.1
XP_970656.1	XP_023016022.1
XP_970657.1	XP_023015985.1
XP_970659.1	XP_023021575.1
XP_970660.2	XP_023026749.1
XP_970662.1	XP_023022807.1
XP_970663.1	XP_023022559.1
XP_970664.1	XP_023025767.1
XP_970665.1	XP_023014120.1
XP_970666.1	XP_023015618.1
XP_970670.2	XP_023027766.1
XP_970673.1	XP_023026289.1
XP_970675.1	XP_023029577.1
XP_970680.1	XP_023024479.1
XP_970683.1	XP_023015391.1
XP_970686.2	XP_023014015.1
XP_970689.1	XP_023025020.1
XP_970700.1	XP_023013008.1
XP_970701.1	XP_023012392.1
XP_970702.1	XP_023028026.1
XP_970704.1	XP_023020444.1
XP_970705.2	XP_023016585.1
XP_970707.2	XP_023015286.1
XP_970708.2	XP_023012758.1
XP_970712.2	XP_023028272.1
XP_970713.1	XP_023018197.1
XP_970715.3	XP_023011512.1
XP_970719.1	XP_023021302.1
XP_970720.1	XP_023028029.1
XP_970721.2	XP_023011944.1
XP_970723.1	XP_023019224.1
XP_970724.1	XP_023016429.1
XP_970725.1	XP_023021577.1
XP_970729.1	XP_023017813.1
XP_970731.1	XP_023014119.1
XP_970733.3	XP_023015611.1
XP_970735.1	XP_023028376.1
XP_970736.2	XP_023024102.1
XP_970738.2	XP_023030263.1
XP_970739.1	XP_023014805.1
XP_970740.2	XP_023020804.1
XP_970742.1	XP_023018195.1
XP_970743.2	XP_023021846.1
XP_970745.1	XP_023015636.1
XP_970747.3	XP_023024341.1
XP_970749.1	XP_023030496.1
XP_970755.2	XP_023021826.1
XP_970761.1	XP_023012393.1
XP_970766.1	XP_023017896.1
XP_970769.1	XP_023019194.1
XP_970777.1	XP_023025573.1
XP_970778.1	XP_023028733.1
XP_970780.1	XP_023028244.1
XP_970781.1	XP_023021201.1
XP_970786.1	XP_023018287.1
XP_970787.2	XP_023019226.1
XP_970789.1	XP_023015747.1
XP_970794.2	XP_023014111.1
XP_970797.1	XP_023019454.1
XP_970798.1	XP_023030200.1
XP_970801.3	XP_023014348.1
XP_970807.1	XP_023027995.1
XP_970808.1	XP_023018536.1
XP_970810.1	XP_023024337.1
XP_970811.3	XP_023027532.1
XP_970813.1	XP_023028387.1
XP_970814.1	XP_023030499.1
XP_970818.1	XP_023011544.1
XP_970821.2	XP_023013048.1
XP_970826.2	XP_023029579.1
XP_970827.1	XP_023016440.1
XP_970829.1	XP_023026406.1
XP_970835.1	XP_023017324.1
XP_970842.1	XP_023028647.1
XP_970844.1	XP_023020502.1
XP_970846.1	XP_023021202.1
XP_970847.1	XP_023023757.1
XP_970851.2	XP_023015232.1
XP_970853.1	XP_023014638.1
XP_970854.1	XP_023015757.1
XP_970855.1	XP_023011666.1
XP_970861.1	XP_023014089.1
XP_970862.2	XP_023015613.1
XP_970863.2	XP_023016137.1
XP_970867.1	XP_023030199.1
XP_970868.2	XP_023020771.1
XP_970869.1	XP_023020208.1
XP_970870.2	XP_023012914.1
XP_970871.1	XP_023023590.1
XP_970872.1	XP_023025282.1
XP_970873.1	XP_023015006.1
XP_970874.1	XP_023018274.1
XP_970875.1	XP_023024336.1
XP_970876.1	XP_023018807.1
XP_970878.1	XP_023027477.1
XP_970884.1	XP_023013050.1
XP_970886.1	XP_023022861.1
XP_970887.2	XP_023012381.1
XP_970889.1	XP_023016334.1
XP_970890.1	XP_023018419.1
XP_970892.1	XP_023027677.1
XP_970894.2	XP_023030308.1
XP_970895.1	XP_023020603.1
XP_970899.1	XP_023022875.1
XP_970901.1	XP_023029688.1
XP_970906.1	XP_023016814.1
XP_970909.1	XP_023029731.1
XP_970910.1	XP_023026742.1
XP_970911.1	XP_023022995.1
XP_970913.2	XP_023028194.1
XP_970914.1	XP_023014117.1
XP_970915.2	XP_023014091.1
XP_970918.1	XP_023014678.1
XP_970921.1	XP_023016495.1
XP_970922.1	XP_023020660.1
XP_970923.1	XP_023018143.1
XP_970925.2	XP_023029273.1
XP_970926.1	XP_023026869.1
XP_970927.1	XP_023020725.1
XP_970929.1	XP_023026150.1
XP_970932.1	XP_023022475.1
XP_970935.1	XP_023017002.1
XP_970936.1	XP_023015705.1
XP_970938.2	XP_023020483.1
XP_970940.1	XP_023024573.1
XP_970941.1	XP_023029180.1
XP_970942.1	XP_023019076.1
XP_970945.2	XP_023018571.1
XP_970948.1	XP_023012759.1
XP_970955.1	XP_023026314.1
XP_970956.2	XP_023019545.1
XP_970958.2	XP_023028739.1
XP_970962.1	XP_023016011.1
XP_970964.1	XP_023021769.1
XP_970967.2	XP_023019144.1
XP_970970.3	XP_023014099.1
XP_970979.1	XP_023023315.1
XP_970981.1	XP_023030365.1
XP_970983.1	XP_023026872.1
XP_970985.1	XP_023024760.1
XP_970994.1	XP_023020482.1
XP_970998.1	XP_023015968.1
XP_971000.1	XP_023016924.1
XP_971001.1	XP_023021039.1
XP_971002.1	XP_023016058.1
XP_971003.1	XP_023025377.1
XP_971005.2	XP_023011701.1
XP_971006.2	XP_023020701.1
XP_971007.1	XP_023025545.1
XP_971011.1	XP_023025334.1
XP_971013.1	XP_023015764.1
XP_971015.1	XP_023026298.1
XP_971019.1	XP_023017259.1
XP_971021.1	XP_023013964.1
XP_971023.1	XP_023020568.1
XP_971024.1	XP_023024918.1
XP_971025.2	XP_023013785.1
XP_971028.1	XP_023015039.1
XP_971029.1	XP_023014116.1
XP_971031.1	XP_023022010.1
XP_971032.1	XP_023029493.1
XP_971037.1	XP_023014192.1
XP_971039.1	XP_023030364.1
XP_971042.2	XP_023016690.1
XP_971046.2	XP_023023781.1
XP_971047.1	XP_023024759.1
XP_971048.1	XP_023026299.1
XP_971049.1	XP_023028658.1
XP_971052.1	XP_023016828.1
XP_971053.2	XP_023014854.1
XP_971054.2	XP_023018487.1
XP_971056.1	XP_023018907.1
XP_971060.1	XP_023030510.1
XP_971061.2	XP_023013828.1
XP_971062.1	XP_023016615.1
XP_971065.1	XP_023016346.1
XP_971067.1	XP_023019022.1
XP_971068.1	XP_023013245.1
XP_971069.1	XP_023019472.1
XP_971071.1	XP_023018964.1
XP_971072.1	XP_023021597.1
XP_971079.1	XP_023018734.1
XP_971080.1	XP_023011842.1
XP_971083.1	XP_023019969.1
XP_971084.2	XP_023013246.1
XP_971086.2	XP_023027375.1
XP_971088.1	XP_023020261.1
XP_971096.1	XP_023012056.1
XP_971097.1	XP_023014577.1
XP_971101.2	XP_023017946.1
XP_971106.1	XP_023023214.1
XP_971109.1	XP_023026290.1
XP_971110.1	XP_023028660.1
XP_971115.1	XP_023022230.1
XP_971116.2	XP_023021700.1
XP_971117.1	XP_023015058.1
XP_971119.1	XP_023018275.1
XP_971121.1	XP_023021362.1
XP_971123.1	XP_023026562.1
XP_971125.1	XP_023012537.1
XP_971128.2	XP_023019021.1
XP_971130.1	XP_023019205.1
XP_971137.1	XP_023018741.1
XP_971138.1	XP_023029220.1
XP_971142.1	XP_023013249.1
XP_971143.1	XP_023012955.1
XP_971145.1	XP_023029746.1
XP_971147.1	XP_023012660.1
XP_971148.1	XP_023013944.1
XP_971149.1	XP_023027643.1
XP_971150.3	XP_023029025.1
XP_971155.1	XP_023025217.1
XP_971157.1	XP_023019665.1
XP_971164.2	XP_023022501.1
XP_971165.2	XP_023021938.1
XP_971167.2	XP_023024792.1
XP_971171.2	XP_023021111.1
XP_971172.2	XP_023028662.1
XP_971173.1	XP_023027012.1
XP_971180.1	XP_023022267.1
XP_971182.1	XP_023020776.1
XP_971184.1	XP_023013041.1
XP_971192.1	XP_023026507.1
XP_971197.1	XP_023025062.1
XP_971198.2	XP_023022369.1
XP_971201.1	XP_023021804.1
XP_971205.1	XP_023027134.1
XP_971209.1	XP_023014738.1
XP_971218.1	XP_023018757.1
XP_971220.3	XP_023014769.1
XP_971223.2	XP_023026948.1
XP_971224.1	XP_023030206.1
XP_971225.1	XP_023022504.1
XP_971226.2	XP_023030242.1
XP_971227.1	XP_023019619.1
XP_971231.2	XP_023026003.1
XP_971233.1	XP_023027348.1
XP_971236.1	XP_023027013.1
XP_971237.1	XP_023029396.1
XP_971240.2	XP_023021888.1
XP_971242.2	XP_023022266.1
XP_971244.1	XP_023015824.1
XP_971247.1	XP_023013038.1
XP_971252.1	XP_023026532.1
XP_971260.2	XP_023021704.1
XP_971262.2	XP_023012825.1
XP_971263.2	XP_023028386.1
XP_971265.1	XP_023029135.1
XP_971269.1	XP_023018742.1
XP_971270.1	XP_023030190.1
XP_971272.1	XP_023024998.1
XP_971279.1	XP_023018390.1
XP_971281.1	XP_023024920.1
XP_971282.1	XP_023029304.1
XP_971283.1	XP_023016652.1
XP_971289.1	XP_023027680.1
XP_971290.1	XP_023030205.1
XP_971294.2	XP_023023111.1
XP_971296.1	XP_023013701.1
XP_971298.2	XP_023020107.1
XP_971300.2	XP_023026957.1
XP_971301.2	XP_023019271.1
XP_971303.1	XP_023021763.1
XP_971305.1	XP_023015538.1
XP_971306.1	XP_023029074.1
XP_971308.3	XP_023018906.1
XP_971310.1	XP_023016309.1
XP_971311.1	XP_023026509.1
XP_971314.1	XP_023028949.1
XP_971315.1	XP_023013011.1
XP_971321.1	XP_023023421.1
XP_971322.1	XP_023014994.1
XP_971323.2	XP_023012936.1
XP_971324.1	XP_023011745.1
XP_971325.1	XP_023015308.1
XP_971326.2	XP_023016194.1
XP_971328.2	XP_023011856.1
XP_971334.1	XP_023029744.1
XP_971337.1	XP_023026630.1
XP_971339.2	XP_023023091.1
XP_971340.1	XP_023026896.1
XP_971342.1	XP_023029890.1
XP_971343.1	XP_023027882.1
XP_971349.1	XP_023016404.1
XP_971351.1	XP_023019497.1
XP_971352.1	XP_023022500.1
XP_971356.1	XP_023023112.1
XP_971357.1	XP_023013702.1
XP_971362.2	XP_023016664.1
XP_971366.1	XP_023013783.1
XP_971367.2	XP_023029101.1
XP_971368.1	XP_023017083.1
XP_971370.1	XP_023013300.1
XP_971371.1	XP_023026446.1
XP_971372.1	XP_023016308.1
XP_971373.1	XP_023021014.1
XP_971376.2	XP_023020684.1
XP_971377.1	XP_023016347.1
XP_971385.1	XP_023012934.1
XP_971387.1	XP_023012169.1
XP_971388.2	XP_023015891.1
XP_971391.1	XP_023011855.1
XP_971395.1	XP_023030006.1
XP_971397.2	XP_023013958.1
XP_971398.1	XP_023016640.1
XP_971402.1	XP_023025691.1
XP_971403.3	XP_023019605.1
XP_971407.1	XP_023017041.1
XP_971408.3	XP_023027597.1
XP_971409.1	XP_023025014.1
XP_971411.1	XP_023022497.1
XP_971412.1	XP_023021342.1
XP_971413.2	XP_023013392.1
XP_971415.2	XP_023024321.1
XP_971417.2	XP_023014353.1
XP_971418.1	XP_023027412.1
XP_971419.1	XP_023027879.1
XP_971422.1	XP_023023602.1
XP_971424.1	XP_023029084.1
XP_971426.1	XP_023012485.1
XP_971430.1	XP_023025503.1
XP_971431.2	XP_023013315.1
XP_971435.1	XP_023026503.1
XP_971436.1	XP_023012452.1
XP_971438.1	XP_023016754.1
XP_971442.2	XP_023028350.1
XP_971444.1	XP_023023224.1
XP_971446.1	XP_023029781.1
XP_971450.1	XP_023020866.1
XP_971451.1	XP_023028441.1
XP_971453.1	XP_023018635.1
XP_971457.1	XP_023015639.1
XP_971459.1	XP_023018163.1
XP_971460.1	XP_023015049.1
XP_971483.1	XP_023017949.1
XP_971484.2	XP_023022360.1
XP_971485.1	XP_023023598.1
XP_971486.1	XP_023013934.1
XP_971487.1	XP_023029177.1
XP_971489.1	XP_023026941.1
XP_971491.1	XP_023025263.1
XP_971492.1	XP_023019012.1
XP_971496.1	XP_023021012.1
XP_971498.1	XP_023012457.1
XP_971500.1	XP_023015902.1
XP_971501.1	XP_023014432.1
XP_971503.1	XP_023024683.1
XP_971504.1	XP_023012704.1
XP_971511.1	XP_023013457.1
XP_971515.1	XP_023014701.1
XP_971517.1	XP_023018075.1
XP_971518.1	XP_023011928.1
XP_971522.3	XP_023023004.1
XP_971524.1	XP_023019347.1
XP_971530.1	XP_023020150.1
XP_971533.1	XP_023014765.1
XP_971534.2	XP_023025092.1
XP_971536.1	XP_023014028.1
XP_971537.1	XP_023015003.1
XP_971539.1	XP_023023581.1
XP_971540.1	XP_023011674.1
XP_971541.1	XP_023014472.1
XP_971543.1	XP_023013932.1
XP_971544.1	XP_023015126.1
XP_971545.1	XP_023026650.1
XP_971546.2	XP_023027127.1
XP_971550.1	XP_023019354.1
XP_971551.3	XP_023015032.1
XP_971552.2	XP_023014858.1
XP_971555.1	XP_023012456.1
XP_971558.1	XP_023022368.1
XP_971559.1	XP_023018883.1
XP_971562.1	XP_023024253.1
XP_971563.1	XP_023021045.1
XP_971564.1	XP_023029476.1
XP_971566.1	XP_023021436.1
XP_971567.1	XP_023016187.1
XP_971572.1	XP_023013752.1
XP_971573.2	XP_023014695.1
XP_971575.1	XP_023022384.1
XP_971576.2	XP_023016731.1
XP_971577.2	XP_023018437.1
XP_971579.2	XP_023013475.1
XP_971581.1	XP_023021219.1
XP_971585.1	XP_023012837.1
XP_971591.1	XP_023014030.1
XP_971592.1	XP_023018658.1
XP_971594.2	XP_023020135.1
XP_971596.1	XP_023011675.1
XP_971597.2	XP_023018035.1
XP_971598.1	XP_023019695.1
XP_971600.1	XP_023025563.1
XP_971602.1	XP_023025258.1
XP_971603.1	XP_023011811.1
XP_971607.2	XP_023021035.1
XP_971608.1	XP_023027637.1
XP_971610.1	XP_023027130.1
XP_971616.1	XP_023020635.1
XP_971620.2	XP_023021307.1
XP_971628.1	XP_023014231.1
XP_971629.2	XP_023022389.1
XP_971630.1	XP_023028230.1
XP_971635.2	XP_023026985.1
XP_971638.1	XP_023021264.1
XP_971641.1	XP_023019442.1
XP_971643.1	XP_023024427.1
XP_971646.1	XP_023012953.1
XP_971647.1	XP_023027139.1
XP_971648.1	XP_023024652.1
XP_971650.1	XP_023024133.1
XP_971651.1	XP_023016914.1
XP_971652.2	XP_023027508.1
XP_971653.2	XP_023015091.1
XP_971655.2	XP_023017614.1
XP_971657.1	XP_023025261.1
XP_971661.1	XP_023025937.1
XP_971662.1	XP_023026138.1
XP_971663.1	XP_023015787.1
XP_971672.1	XP_023021480.1
XP_971673.1	XP_023022242.1
XP_971674.1	XP_023019647.1
XP_971676.1	XP_023018835.1
XP_971680.1	XP_023023685.1
XP_971683.1	XP_023014230.1
XP_971684.1	XP_023023210.1
XP_971685.1	XP_023019004.1
XP_971686.1	XP_023018444.1
XP_971688.3	XP_023029582.1
XP_971689.1	XP_023021631.1
XP_971690.1	XP_023016128.1
XP_971694.2	XP_023012789.1
XP_971695.1	XP_023028889.1
XP_971699.2	XP_023030236.1
XP_971700.2	XP_023026252.1
XP_971702.2	XP_023025599.1
XP_971703.1	XP_023024372.1
XP_971705.1	XP_023023133.1
XP_971706.1	XP_023029295.1
XP_971710.2	XP_023024134.1
XP_971712.2	XP_023018624.1
XP_971713.2	XP_023014841.1
XP_971714.1	XP_023014871.1
XP_971715.1	XP_023026387.1
XP_971716.1	XP_023022930.1
XP_971718.1	XP_023025505.1
XP_971720.1	XP_023018168.1
XP_971722.1	XP_023013786.1
XP_971724.1	XP_023022704.1
XP_971729.2	XP_023011645.1
XP_971732.1	XP_023015643.1
XP_971739.1	XP_023018442.1
XP_971741.1	XP_023015419.1
XP_971744.1	XP_023029157.1
XP_971751.1	XP_023027418.1
XP_971753.1	XP_023030238.1
XP_971754.1	XP_023019929.1
XP_971757.2	XP_023023106.1
XP_971759.1	XP_023029370.1
XP_971760.1	XP_023029346.1
XP_971766.1	XP_023017805.1
XP_971767.1	XP_023029091.1
XP_971769.1	XP_023017073.1
XP_971770.1	XP_023029109.1
XP_971771.1	XP_023020032.1
XP_971774.3	XP_023017087.1
XP_971775.1	XP_023022378.1
XP_971778.1	XP_023027027.1
XP_971782.2	XP_023029548.1
XP_971784.1	XP_023022716.1
XP_971794.2	XP_023013085.1
XP_971796.1	XP_023025646.1
XP_971798.1	XP_023018151.1
XP_971801.1	XP_023015103.1
XP_971802.2	XP_023012690.1
XP_971803.1	XP_023027613.1
XP_971805.1	XP_023016553.1
XP_971808.1	XP_023012785.1
XP_971811.1	XP_023025797.1
XP_971814.1	XP_023026108.1
XP_971815.1	XP_023018389.1
XP_971819.1	XP_023015005.1
XP_971820.1	XP_023024478.1
XP_971821.3	XP_023018622.1
XP_971822.3	XP_023015082.1
XP_971830.1	XP_023025504.1
XP_971831.1	XP_023025625.1
XP_971832.1	XP_023015742.1
XP_971838.1	XP_023029550.1
XP_971839.2	XP_023017628.1
XP_971840.1	XP_023018637.1
XP_971841.2	XP_023023313.1
XP_971844.1	XP_023021414.1
XP_971845.3	XP_023014424.1
XP_971846.1	XP_023020372.1
XP_971848.1	XP_023016061.1
XP_971851.1	XP_023016004.1
XP_971859.1	XP_023014784.1
XP_971862.1	XP_023026482.1
XP_971869.2	XP_023012376.1
XP_971874.2	XP_023019230.1
XP_971875.2	XP_023024482.1
XP_971878.2	XP_023014675.1
XP_971879.2	XP_023021742.1
XP_971885.1	XP_023020727.1
XP_971886.1	XP_023019254.1
XP_971892.1	XP_023029549.1
XP_971893.1	XP_023013397.1
XP_971895.2	XP_023027404.1
XP_971897.2	XP_023021581.1
XP_971899.1	XP_023014371.1
XP_971900.1	XP_023020373.1
XP_971901.1	XP_023018744.1
XP_971902.1	XP_023027143.1
XP_971906.1	XP_023028079.1
XP_971907.2	XP_023020385.1
XP_971909.2	XP_023027629.1
XP_971910.1	XP_023025549.1
XP_971914.1	XP_023015208.1
XP_971915.1	XP_023012781.1
XP_971917.2	XP_023019391.1
XP_971918.2	XP_023023438.1
XP_971919.1	XP_023013617.1
XP_971921.1	XP_023028307.1
XP_971924.1	XP_023015241.1
XP_971928.3	XP_023027808.1
XP_971933.1	XP_023027123.1
XP_971934.2	XP_023014906.1
XP_971936.1	XP_023012256.1
XP_971937.1	XP_023028836.1
XP_971938.1	XP_023020027.1
XP_971939.1	XP_023025452.1
XP_971940.1	XP_023017878.1
XP_971941.1	XP_023018203.1
XP_971943.2	XP_023014156.1
XP_971946.1	XP_023029927.1
XP_971949.1	XP_023019960.1
XP_971951.1	XP_023020019.1
XP_971952.1	XP_023021392.1
XP_971953.1	XP_023014425.1
XP_971954.1	XP_023020368.1
XP_971957.1	XP_023026465.1
XP_971959.1	XP_023015879.1
XP_971969.2	XP_023023393.1
XP_971970.1	XP_023013610.1
XP_971972.3	XP_023028149.1
XP_971974.1	XP_023021897.1
XP_971976.1	XP_023026665.1
XP_971978.1	XP_023021262.1
XP_971981.2	XP_023021326.1
XP_971983.1	XP_023028848.1
XP_971988.1	XP_023014008.1
XP_971989.2	XP_023012245.1
XP_971990.1	XP_023021477.1
XP_971992.1	XP_023011738.1
XP_971994.1	XP_023014151.1
XP_971999.1	XP_023013197.1
XP_972001.1	XP_023015305.1
XP_972002.1	XP_023018831.1
XP_972003.1	XP_023021294.1
XP_972006.3	XP_023022604.1
XP_972007.1	XP_023011671.1
XP_972008.1	XP_023027251.1
XP_972013.1	XP_023015695.1
XP_972014.1	XP_023022017.1
XP_972019.2	XP_023015474.1
XP_972022.1	XP_023026964.1
XP_972023.1	XP_023012646.1
XP_972024.2	XP_023012778.1
XP_972025.3	XP_023015656.1
XP_972027.1	XP_023021898.1
XP_972028.1	XP_023027455.1
XP_972029.1	XP_023015436.1
XP_972040.2	XP_023018863.1
XP_972041.1	XP_023025190.1
XP_972042.1	XP_023022185.1
XP_972043.2	XP_023029088.1
XP_972048.1	XP_023026068.1
XP_972051.1	XP_023013721.1
XP_972057.1	XP_023015889.1
XP_972058.1	XP_023029785.1
XP_972061.1	XP_023014736.1
XP_972062.1	XP_023027274.1
XP_972063.1	XP_023017871.1
XP_972065.2	XP_023015905.1
XP_972067.1	XP_023015704.1
XP_972070.1	XP_023023803.1
XP_972074.1	XP_023012652.1
XP_972076.1	XP_023015429.1
XP_972079.2	XP_023023964.1
XP_972080.1	XP_023017441.1
XP_972081.3	XP_023022150.1
XP_972083.2	XP_023029381.1
XP_972085.1	XP_023023507.1
XP_972088.1	XP_023019911.1
XP_972090.2	XP_023027752.1
XP_972103.1	XP_023024855.1
XP_972108.1	XP_023018193.1
XP_972111.1	XP_023027753.1
XP_972116.1	XP_023014233.1
XP_972118.2	XP_023029756.1
XP_972119.1	XP_023016777.1
XP_972120.1	XP_023023799.1
XP_972121.1	XP_023022662.1
XP_972123.2	XP_023025811.1
XP_972125.2	XP_023019449.1
XP_972126.1	XP_023012776.1
XP_972127.1	XP_023026840.1
XP_972129.2	XP_023015687.1
XP_972131.1	XP_023017440.1
XP_972133.2	XP_023016655.1
XP_972135.1	XP_023028137.1
XP_972139.1	XP_023023617.1
XP_972141.2	XP_023015641.1
XP_972144.1	XP_023024167.1
XP_972146.1	XP_023028791.1
XP_972149.1	XP_023015148.1
XP_972150.2	XP_023024565.1
XP_972151.1	XP_023024748.1
XP_972155.1	XP_023015884.1
XP_972156.1	XP_023021296.1
XP_972157.1	XP_023021319.1
XP_972163.1	XP_023015893.1
XP_972164.1	XP_023014208.1
XP_972170.1	XP_023023805.1
XP_972171.1	XP_023025890.1
XP_972175.3	XP_023012775.1
XP_972176.1	XP_023015667.1
XP_972180.1	XP_023022158.1
XP_972184.1	XP_023018597.1
XP_972185.1	XP_023027880.1
XP_972187.1	XP_023015627.1
XP_972190.1	XP_023015528.1
XP_972191.1	XP_023029015.1
XP_972192.1	XP_023022463.1
XP_972197.1	XP_023020477.1
XP_972201.2	XP_023017479.1
XP_972202.1	XP_023028616.1
XP_972204.2	XP_023025498.1
XP_972207.1	XP_023015883.1
XP_972212.1	XP_023028184.1
XP_972215.1	XP_023029809.1
XP_972217.2	XP_023018263.1
XP_972219.1	XP_023024758.1
XP_972221.1	XP_023015404.1
XP_972224.1	XP_023025057.1
XP_972225.1	XP_023022655.1
XP_972226.3	XP_023015416.1
XP_972227.1	XP_023025363.1
XP_972230.2	XP_023017252.1
XP_972232.1	XP_023024815.1
XP_972237.1	XP_023024960.1
XP_972241.1	XP_023020061.1
XP_972242.2	XP_023014918.1
XP_972243.1	XP_023029013.1
XP_972244.1	XP_023012315.1
XP_972250.1	XP_023018914.1
XP_972254.1	XP_023026267.1
XP_972255.1	XP_023017477.1
XP_972261.1	XP_023029408.1
XP_972269.1	XP_023022233.1
XP_972271.1	XP_023025495.1
XP_972273.1	XP_023015101.1
XP_972276.1	XP_023021267.1
XP_972279.1	XP_023027794.1
XP_972280.1	XP_023015203.1
XP_972282.2	XP_023014218.1
XP_972286.1	XP_023029300.1
XP_972292.1	XP_023026943.1
XP_972294.2	XP_023014930.1
XP_972300.2	XP_023018916.1
XP_972301.2	XP_023017187.1
XP_972302.1	XP_023024282.1
XP_972306.2	XP_023028541.1
XP_972311.1	XP_023025417.1
XP_972312.1	XP_023014533.1
XP_972313.1	XP_023019182.1
XP_972315.1	XP_023023154.1
XP_972319.1	XP_023015624.1
