XP_018560761.1	XP_023021411.1
XP_018578354.1	XP_023022704.1
XP_018578358.1	XP_023029311.1
XP_018578361.1	XP_023020198.1
XP_018578362.1	XP_023018914.1
XP_018578365.1	XP_023030187.1
XP_018578367.1	XP_023030188.1
XP_018578376.1	XP_023030190.1
XP_018578377.1	XP_023030193.1
XP_018578383.1	XP_023023967.1
XP_018578384.1	XP_023023968.1
XP_018578385.1	XP_023017190.1
XP_018578387.1	XP_023013751.1
XP_018578392.1	XP_023017187.1
XP_018578394.1	XP_023017191.1
XP_018578397.1	XP_023026068.1
XP_018578398.1	XP_023017192.1
XP_018578400.1	XP_023029641.1
XP_018578401.1	XP_023023492.1
XP_018578402.1	XP_023019552.1
XP_018578407.1	XP_023023349.1
XP_018578409.2	XP_023029434.1
XP_018578410.1	XP_023022468.1
XP_018578411.1	XP_023022469.1
XP_018578412.1	XP_023022467.1
XP_018578419.1	XP_023025336.1
XP_018578423.1	XP_023019012.1
XP_018578426.1	XP_023017037.1
XP_018578428.1	XP_023023210.1
XP_018578430.1	XP_023016066.1
XP_018578432.1	XP_023015822.1
XP_018578434.1	XP_023011487.1
XP_018578435.1	XP_023011491.1
XP_018578436.1	XP_023011488.1
XP_018578437.1	XP_023011490.1
XP_018578438.1	XP_023018271.1
XP_018578440.1	XP_023011870.1
XP_018578443.1	XP_023024085.1
XP_018578444.1	XP_023017812.1
XP_018578445.1	XP_023017800.1
XP_018578446.1	XP_023021675.1
XP_018578448.1	XP_023021677.1
XP_018578450.1	XP_023027313.1
XP_018578454.1	XP_023022242.1
XP_018578455.1	XP_023013054.1
XP_018578456.1	XP_023021282.1
XP_018578464.1	XP_023020477.1
XP_018578465.1	XP_023021763.1
XP_018578469.1	XP_023011883.1
XP_018578476.1	XP_023020632.1
XP_018578478.1	XP_023020635.1
XP_018578480.2	XP_023020637.1
XP_018578483.1	XP_023020627.1
XP_018578488.1	XP_023016959.1
XP_018578491.2	XP_023017337.1
XP_018578494.1	XP_023017103.1
XP_018578495.1	XP_023019631.1
XP_018578496.1	XP_023013070.1
XP_018578497.1	XP_023019628.1
XP_018578498.1	XP_023014940.1
XP_018578500.1	XP_023028901.1
XP_018578502.1	XP_023017401.1
XP_018578504.1	XP_023015066.1
XP_018578505.1	XP_023016374.1
XP_018578515.1	XP_023018355.1
XP_018578522.1	XP_023016636.1
XP_018578526.1	XP_023021343.1
XP_018578527.1	XP_023018815.1
XP_018578530.1	XP_023024363.1
XP_018578531.1	XP_023016237.1
XP_018578532.1	XP_023024362.1
XP_018578533.1	XP_023024364.1
XP_018578535.1	XP_023024365.1
XP_018578536.1	XP_023024358.1
XP_018578537.1	XP_023019791.1
XP_018578542.1	XP_023013072.1
XP_018578547.1	XP_023030000.1
XP_018578548.1	XP_023021978.1
XP_018578549.1	XP_023021980.1
XP_018578552.1	XP_023025751.1
XP_018578554.1	XP_023015926.1
XP_018578556.1	XP_023030320.1
XP_018578559.1	XP_023020424.1
XP_018578560.1	XP_023020994.1
XP_018578561.1	XP_023020420.1
XP_018578562.1	XP_023016481.1
XP_018578571.1	XP_023022641.1
XP_018578572.1	XP_023026816.1
XP_018578575.1	XP_023016513.1
XP_018578582.1	XP_023012731.1
XP_018578583.1	XP_023016497.1
XP_018578584.1	XP_023016499.1
XP_018578589.1	XP_023029347.1
XP_018578597.1	XP_023013993.1
XP_018578598.1	XP_023014001.1
XP_018578599.1	XP_023028089.1
XP_018578600.1	XP_023028098.1
XP_018578601.1	XP_023015851.1
XP_018578602.1	XP_023022265.1
XP_018578603.1	XP_023022275.1
XP_018578604.1	XP_023022287.1
XP_018578605.1	XP_023029603.1
XP_018578607.1	XP_023029599.1
XP_018578608.1	XP_023029600.1
XP_018578609.1	XP_023029601.1
XP_018578610.1	XP_023011890.1
XP_018578619.1	XP_023019940.1
XP_018578620.1	XP_023016877.1
XP_018578625.1	XP_023024542.1
XP_018578627.1	XP_023017974.1
XP_018578630.1	XP_023016240.1
XP_018578633.1	XP_023023315.1
XP_018578634.1	XP_023023316.1
XP_018578636.1	XP_023019435.1
XP_018578644.1	XP_023019201.1
XP_018578645.1	XP_023019202.1
XP_018578646.1	XP_023013713.1
XP_018578648.1	XP_023016311.1
XP_018578650.1	XP_023020701.1
XP_018578659.1	XP_023026569.1
XP_018578660.1	XP_023015500.1
XP_018578661.1	XP_023017205.1
XP_018578666.1	XP_023023551.1
XP_018578669.1	XP_023018931.1
XP_018578680.1	XP_023011862.1
XP_018578681.1	XP_023020797.1
XP_018578682.1	XP_023020792.1
XP_018578684.2	XP_023027806.1
XP_018578688.1	XP_023017416.1
XP_018578689.2	XP_023023885.1
XP_018578692.1	XP_023012646.1
XP_018578693.1	XP_023012642.1
XP_018578694.1	XP_023012641.1
XP_018578697.1	XP_023027531.1
XP_018578704.1	XP_023021490.1
XP_018578705.2	XP_023025615.1
XP_018578707.1	XP_023025777.1
XP_018578708.1	XP_023017058.1
XP_018578712.1	XP_023026591.1
XP_018578716.1	XP_023024120.1
XP_018578717.1	XP_023019889.1
XP_018578718.1	XP_023026158.1
XP_018578720.1	XP_023018865.1
XP_018578724.1	XP_023027046.1
XP_018578725.1	XP_023017164.1
XP_018578726.1	XP_023028131.1
XP_018578727.1	XP_023019131.1
XP_018578728.1	XP_023013071.1
XP_018578730.1	XP_023023292.1
XP_018578734.1	XP_023027078.1
XP_018578735.1	XP_023023293.1
XP_018578736.1	XP_023015692.1
XP_018578737.1	XP_023015938.1
XP_018578738.1	XP_023030043.1
XP_018578739.1	XP_023030045.1
XP_018578743.1	XP_023030044.1
XP_018578744.1	XP_023029188.1
XP_018578745.1	XP_023029189.1
XP_018578748.1	XP_023011882.1
XP_018578750.1	XP_023011878.1
XP_018578751.1	XP_023026432.1
XP_018578752.1	XP_023025453.1
XP_018578754.1	XP_023015917.1
XP_018578755.1	XP_023021383.1
XP_018578756.1	XP_023021379.1
XP_018578758.1	XP_023013925.1
XP_018578760.1	XP_023026240.1
XP_018578765.1	XP_023015567.1
XP_018578766.1	XP_023029239.1
XP_018578767.1	XP_023016920.1
XP_018578771.1	XP_023011879.1
XP_018578772.1	XP_023015918.1
XP_018578773.1	XP_023026642.1
XP_018578774.1	XP_023024328.1
XP_018578778.1	XP_023024327.1
XP_018578780.2	XP_023017056.1
XP_018578782.1	XP_023020983.1
XP_018578784.1	XP_023018350.1
XP_018578785.1	XP_023019980.1
XP_018578786.1	XP_023013435.1
XP_018578790.1	XP_023020186.1
XP_018578791.1	XP_023020187.1
XP_018578796.1	XP_023016879.1
XP_018578797.1	XP_023012160.1
XP_018578798.1	XP_023016381.1
XP_018578801.1	XP_023011768.1
XP_018578805.1	XP_023029654.1
XP_018578806.1	XP_023024683.1
XP_018578809.1	XP_023019129.1
XP_018578812.1	XP_023026510.1
XP_018578817.1	XP_023013811.1
XP_018578819.1	XP_023015285.1
XP_018578821.1	XP_023018596.1
XP_018578825.1	XP_023012849.1
XP_018578827.1	XP_023011777.1
XP_018578830.1	XP_023016376.1
XP_018578831.1	XP_023011885.1
XP_018578834.2	XP_023018973.1
XP_018578836.1	XP_023020853.1
XP_018578839.1	XP_023020861.1
XP_018578841.1	XP_023023062.1
XP_018578842.1	XP_023013443.1
XP_018578844.1	XP_023023538.1
XP_018578845.1	XP_023025759.1
XP_018578847.1	XP_023027007.1
XP_018578850.1	XP_023030125.1
XP_018578851.1	XP_023029130.1
XP_018578852.1	XP_023024855.1
XP_018578853.1	XP_023011865.1
XP_018578857.1	XP_023011867.1
XP_018578859.1	XP_023027558.1
XP_018578860.1	XP_023022590.1
XP_018578864.1	XP_023021227.1
XP_018578866.1	XP_023021228.1
XP_018578869.1	XP_023023350.1
XP_018578870.1	XP_023017204.1
XP_018578871.1	XP_023011881.1
XP_018578872.1	XP_023011876.1
XP_018578873.1	XP_023011889.1
XP_018578874.1	XP_023011894.1
XP_018578877.1	XP_023011864.1
XP_018578882.1	XP_023023629.1
XP_018578886.1	XP_023027440.1
XP_018578887.1	XP_023023886.1
XP_018578888.1	XP_023016915.1
XP_018578891.1	XP_023024118.1
XP_018578896.1	XP_023019214.1
XP_018578897.1	XP_023022882.1
XP_018578898.1	XP_023018172.1
XP_018578904.1	XP_023017201.1
XP_018578905.1	XP_023017200.1
XP_018578907.1	XP_023027957.1
XP_018578912.1	XP_023017025.1
XP_018578913.1	XP_023018353.1
XP_018578915.1	XP_023028350.1
XP_018578916.1	XP_023014801.1
XP_018578917.1	XP_023011887.1
XP_018578918.1	XP_023023972.1
XP_018578920.1	XP_023023351.1
XP_018578921.1	XP_023018059.1
XP_018578922.1	XP_023018060.1
XP_018578923.1	XP_023017028.1
XP_018578925.1	XP_023029683.1
XP_018578926.1	XP_023020072.1
XP_018578927.1	XP_023020834.1
XP_018578928.1	XP_023024911.1
XP_018578931.1	XP_023025061.1
XP_018578933.1	XP_023027166.1
XP_018578934.1	XP_023016247.1
XP_018578936.1	XP_023016065.1
XP_018578937.1	XP_023015685.1
XP_018578938.1	XP_023026153.1
XP_018578940.1	XP_023022269.1
XP_018578941.1	XP_023016921.1
XP_018578942.1	XP_023019003.1
XP_018578944.1	XP_023023998.1
XP_018578947.1	XP_023019091.1
XP_018578949.1	XP_023025753.1
XP_018578950.1	XP_023025756.1
XP_018578951.1	XP_023017029.1
XP_018578952.1	XP_023015282.1
XP_018578954.1	XP_023017514.1
XP_018578956.1	XP_023017515.1
XP_018578960.1	XP_023012838.1
XP_018578964.1	XP_023016064.1
XP_018578965.1	XP_023027951.1
XP_018578968.1	XP_023013074.1
XP_018578976.1	XP_023016505.1
XP_018578981.1	XP_023022220.1
XP_018578987.1	XP_023013413.1
XP_018578990.1	XP_023016545.1
XP_018578991.1	XP_023018185.1
XP_018578995.1	XP_023024979.1
XP_018579000.1	XP_023022384.1
XP_018579001.1	XP_023024978.1
XP_018579003.1	XP_023024544.1
XP_018579004.1	XP_023017071.1
XP_018579005.1	XP_023017070.1
XP_018579006.1	XP_023015049.1
XP_018579007.1	XP_023017074.1
XP_018579008.1	XP_023017077.1
XP_018579009.1	XP_023017075.1
XP_018579010.1	XP_023022389.1
XP_018579011.1	XP_023016544.1
XP_018579014.1	XP_023018716.1
XP_018579015.2	XP_023017287.1
XP_018579018.1	XP_023018432.1
XP_018579020.1	XP_023012142.1
XP_018579021.1	XP_023012900.1
XP_018579024.1	XP_023012901.1
XP_018579025.1	XP_023030111.1
XP_018579030.1	XP_023022382.1
XP_018579031.1	XP_023012140.1
XP_018579034.1	XP_023019880.1
XP_018579036.1	XP_023015051.1
XP_018579037.1	XP_023030110.1
XP_018579038.1	XP_023012138.1
XP_018579040.1	XP_023012660.1
XP_018579048.1	XP_023020551.1
XP_018579051.1	XP_023023358.1
XP_018579053.1	XP_023014343.1
XP_018579054.1	XP_023014344.1
XP_018579058.1	XP_023030114.1
XP_018579061.1	XP_023019203.1
XP_018579063.1	XP_023019204.1
XP_018579064.1	XP_023019207.1
XP_018579069.1	XP_023011549.1
XP_018579071.1	XP_023030104.1
XP_018579072.1	XP_023024564.1
XP_018579075.1	XP_023019240.1
XP_018579076.1	XP_023020681.1
XP_018579077.1	XP_023011551.1
XP_018579079.1	XP_023026781.1
XP_018579082.1	XP_023025685.1
XP_018579086.1	XP_023011552.1
XP_018579097.1	XP_023014251.1
XP_018579098.1	XP_023029164.1
XP_018579100.1	XP_023029169.1
XP_018579101.1	XP_023029159.1
XP_018579104.1	XP_023029151.1
XP_018579105.2	XP_023019286.1
XP_018579106.1	XP_023012839.1
XP_018579108.1	XP_023027523.1
XP_018579109.1	XP_023018712.1
XP_018579110.1	XP_023019273.1
XP_018579111.1	XP_023028503.1
XP_018579112.1	XP_023019952.1
XP_018579113.1	XP_023027700.1
XP_018579115.1	XP_023013446.1
XP_018579117.1	XP_023027561.1
XP_018579120.1	XP_023019260.1
XP_018579121.1	XP_023019262.1
XP_018579124.1	XP_023019264.1
XP_018579125.1	XP_023019265.1
XP_018579127.1	XP_023011859.1
XP_018579130.1	XP_023015855.1
XP_018579133.1	XP_023027701.1
XP_018579134.1	XP_023019271.1
XP_018579136.1	XP_023029162.1
XP_018579137.1	XP_023013464.1
XP_018579138.1	XP_023019268.1
XP_018579140.1	XP_023029172.1
XP_018579143.1	XP_023029156.1
XP_018579144.1	XP_023011497.1
XP_018579148.1	XP_023029174.1
XP_018579150.1	XP_023019272.1
XP_018579152.1	XP_023027563.1
XP_018579157.1	XP_023020676.1
XP_018579159.1	XP_023020666.1
XP_018579160.1	XP_023020669.1
XP_018579161.1	XP_023020674.1
XP_018579163.1	XP_023020675.1
XP_018579169.1	XP_023022014.1
XP_018579170.1	XP_023024035.1
XP_018579171.1	XP_023030498.1
XP_018579175.1	XP_023013304.1
XP_018579177.1	XP_023013236.1
XP_018579180.1	XP_023024235.1
XP_018579182.2	XP_023021529.1
XP_018579183.1	XP_023018750.1
XP_018579184.1	XP_023024198.1
XP_018579185.1	XP_023013317.1
XP_018579189.1	XP_023025141.1
XP_018579190.1	XP_023015934.1
XP_018579192.1	XP_023013303.1
XP_018579193.1	XP_023027955.1
XP_018579194.1	XP_023027942.1
XP_018579196.1	XP_023021150.1
XP_018579197.1	XP_023018497.1
XP_018579198.1	XP_023016366.1
XP_018579202.1	XP_023016317.1
XP_018579203.1	XP_023013231.1
XP_018579204.1	XP_023015893.1
XP_018579205.1	XP_023024808.1
XP_018579206.1	XP_023023663.1
XP_018579208.1	XP_023017128.1
XP_018579209.1	XP_023013228.1
XP_018579210.1	XP_023013309.1
XP_018579211.1	XP_023013230.1
XP_018579212.1	XP_023024292.1
XP_018579213.1	XP_023013315.1
XP_018579214.1	XP_023024236.1
XP_018579217.1	XP_023017546.1
XP_018579224.1	XP_023015914.1
XP_018579226.1	XP_023025433.1
XP_018579228.1	XP_023021420.1
XP_018579231.1	XP_023022702.1
XP_018579232.1	XP_023013311.1
XP_018579234.1	XP_023013312.1
XP_018579236.1	XP_023013235.1
XP_018579237.1	XP_023013220.1
XP_018579238.1	XP_023013226.1
XP_018579240.1	XP_023013223.1
XP_018579242.1	XP_023013227.1
XP_018579243.1	XP_023013224.1
XP_018579244.1	XP_023013306.1
XP_018579245.1	XP_023013307.1
XP_018579246.1	XP_023025023.1
XP_018579249.1	XP_023016316.1
XP_018579250.1	XP_023015920.1
XP_018579251.1	XP_023015921.1
XP_018579255.1	XP_023013222.1
XP_018579257.1	XP_023025914.1
XP_018579258.1	XP_023026168.1
XP_018579259.1	XP_023018498.1
XP_018579263.1	XP_023018504.1
XP_018579265.1	XP_023025529.1
XP_018579268.2	XP_023025897.1
XP_018579269.1	XP_023018499.1
XP_018579272.1	XP_023025545.1
XP_018579274.1	XP_023026169.1
XP_018579276.1	XP_023014702.1
XP_018579277.1	XP_023023251.1
XP_018579285.1	XP_023025115.1
XP_018579289.1	XP_023025567.1
XP_018579290.1	XP_023016657.1
XP_018579291.1	XP_023016658.1
XP_018579292.1	XP_023016894.1
XP_018579293.1	XP_023016893.1
XP_018579297.1	XP_023016154.1
XP_018579298.1	XP_023016668.1
XP_018579299.1	XP_023021075.1
XP_018579300.1	XP_023016299.1
XP_018579303.1	XP_023016881.1
XP_018579305.1	XP_023017830.1
XP_018579307.1	XP_023027592.1
XP_018579308.1	XP_023024354.1
XP_018579311.1	XP_023016660.1
XP_018579312.1	XP_023016661.1
XP_018579316.1	XP_023016663.1
XP_018579320.1	XP_023027161.1
XP_018579323.1	XP_023025009.1
XP_018579328.1	XP_023017829.1
XP_018579333.1	XP_023021911.1
XP_018579334.1	XP_023021918.1
XP_018579339.1	XP_023021920.1
XP_018579342.1	XP_023016898.1
XP_018579343.1	XP_023030478.1
XP_018579349.1	XP_023016886.1
XP_018579350.1	XP_023016888.1
XP_018579351.1	XP_023016302.1
XP_018579352.1	XP_023016303.1
XP_018579355.1	XP_023024575.1
XP_018579357.1	XP_023025039.1
XP_018579360.1	XP_023024996.1
XP_018579363.1	XP_023016659.1
XP_018579366.1	XP_023021186.1
XP_018579368.1	XP_023015316.1
XP_018579369.1	XP_023025099.1
XP_018579373.1	XP_023015312.1
XP_018579375.1	XP_023013718.1
XP_018579377.1	XP_023016666.1
XP_018579378.1	XP_023017111.1
XP_018579379.1	XP_023017112.1
XP_018579381.1	XP_023029114.1
XP_018579382.1	XP_023016884.1
XP_018579383.1	XP_023023249.1
XP_018579384.1	XP_023015255.1
XP_018579386.1	XP_023024209.1
XP_018579391.2	XP_023020782.1
XP_018579392.1	XP_023027732.1
XP_018579394.1	XP_023014523.1
XP_018579395.1	XP_023029695.1
XP_018579400.1	XP_023027801.1
XP_018579401.1	XP_023029731.1
XP_018579403.1	XP_023029876.1
XP_018579404.1	XP_023021141.1
XP_018579405.1	XP_023012277.1
XP_018579408.1	XP_023016096.1
XP_018579409.1	XP_023024233.1
XP_018579410.1	XP_023024241.1
XP_018579416.1	XP_023019161.1
XP_018579417.1	XP_023016172.1
XP_018579418.1	XP_023023340.1
XP_018579420.1	XP_023029913.1
XP_018579421.1	XP_023021724.1
XP_018579423.1	XP_023013682.1
XP_018579425.1	XP_023018926.1
XP_018579429.1	XP_023012288.1
XP_018579431.1	XP_023024158.1
XP_018579432.1	XP_023017405.1
XP_018579434.1	XP_023025779.1
XP_018579435.1	XP_023027800.1
XP_018579436.1	XP_023025778.1
XP_018579437.1	XP_023028793.1
XP_018579439.1	XP_023026626.1
XP_018579440.1	XP_023023307.1
XP_018579441.1	XP_023029811.1
XP_018579442.1	XP_023016173.1
XP_018579444.1	XP_023016169.1
XP_018579446.1	XP_023024030.1
XP_018579448.1	XP_023024096.1
XP_018579449.1	XP_023016168.1
XP_018579451.1	XP_023029626.1
XP_018579453.1	XP_023015360.1
XP_018579454.1	XP_023013998.1
XP_018579455.1	XP_023012286.1
XP_018579457.1	XP_023021208.1
XP_018579458.1	XP_023016293.1
XP_018579459.1	XP_023016037.1
XP_018579460.1	XP_023021877.1
XP_018579461.1	XP_023021878.1
XP_018579463.1	XP_023026285.1
XP_018579464.1	XP_023026214.1
XP_018579465.1	XP_023024218.1
XP_018579466.1	XP_023029930.1
XP_018579468.1	XP_023017407.1
XP_018579469.1	XP_023028029.1
XP_018579471.1	XP_023024781.1
XP_018579474.2	XP_023024398.1
XP_018579475.1	XP_023021562.1
XP_018579476.1	XP_023029894.1
XP_018579481.1	XP_023029563.1
XP_018579482.1	XP_023020778.1
XP_018579483.1	XP_023015778.1
XP_018579485.1	XP_023025780.1
XP_018579486.1	XP_023029696.1
XP_018579488.1	XP_023029773.1
XP_018579489.1	XP_023026282.1
XP_018579490.1	XP_023029717.1
XP_018579491.1	XP_023029825.1
XP_018579492.1	XP_023029598.1
XP_018579493.1	XP_023011543.1
XP_018579494.1	XP_023029570.1
XP_018579497.1	XP_023029699.1
XP_018579498.1	XP_023029700.1
XP_018579499.1	XP_023029703.1
XP_018579500.1	XP_023029704.1
XP_018579502.1	XP_023029705.1
XP_018579505.1	XP_023029711.1
XP_018579506.1	XP_023029716.1
XP_018579510.1	XP_023023344.1
XP_018579511.1	XP_023016170.1
XP_018579512.1	XP_023023345.1
XP_018579513.1	XP_023023343.1
XP_018579514.1	XP_023027775.1
XP_018579515.1	XP_023027793.1
XP_018579517.1	XP_023027807.1
XP_018579524.1	XP_023023295.1
XP_018579527.1	XP_023016998.1
XP_018579536.1	XP_023017797.1
XP_018579539.1	XP_023025961.1
XP_018579540.1	XP_023023527.1
XP_018579541.1	XP_023011849.1
XP_018579543.1	XP_023012285.1
XP_018579545.1	XP_023024782.1
XP_018579546.1	XP_023024105.1
XP_018579547.1	XP_023024132.1
XP_018579548.1	XP_023024145.1
XP_018579550.1	XP_023024045.1
XP_018579552.1	XP_023011843.1
XP_018579554.1	XP_023024171.1
XP_018579555.1	XP_023024183.1
XP_018579557.1	XP_023025089.1
XP_018579558.1	XP_023012278.1
XP_018579560.1	XP_023027843.1
XP_018579561.1	XP_023027849.1
XP_018579562.1	XP_023027884.1
XP_018579563.1	XP_023029637.1
XP_018579569.1	XP_023025776.1
XP_018579571.1	XP_023025781.1
XP_018579572.1	XP_023029692.1
XP_018579573.1	XP_023027754.1
XP_018579579.1	XP_023019151.1
XP_018579580.1	XP_023019152.1
XP_018579581.1	XP_023024057.1
XP_018579583.1	XP_023024070.1
XP_018579584.1	XP_023024080.1
XP_018579591.1	XP_023015372.1
XP_018579594.1	XP_023012282.1
XP_018579595.1	XP_023016227.1
XP_018579596.1	XP_023015951.1
XP_018579597.1	XP_023029744.1
XP_018579598.1	XP_023029732.1
XP_018579600.1	XP_023029746.1
XP_018579602.1	XP_023029735.1
XP_018579605.1	XP_023024259.1
XP_018579606.1	XP_023029786.1
XP_018579607.1	XP_023016216.1
XP_018579608.1	XP_023015992.1
XP_018579609.1	XP_023025884.1
XP_018579610.1	XP_023024201.1
XP_018579611.1	XP_023024208.1
XP_018579612.1	XP_023021881.1
XP_018579614.1	XP_023017960.1
XP_018579615.1	XP_023024124.1
XP_018579616.1	XP_023027859.1
XP_018579620.1	XP_023016003.1
XP_018579627.1	XP_023017403.1
XP_018579629.1	XP_023022154.1
XP_018579633.1	XP_023015916.1
XP_018579634.1	XP_023029609.1
XP_018579636.1	XP_023021134.1
XP_018579637.1	XP_023026020.1
XP_018579639.1	XP_023024269.1
XP_018579642.1	XP_023029903.1
XP_018579643.1	XP_023029751.1
XP_018579645.1	XP_023013623.1
XP_018579646.1	XP_023016035.1
XP_018579647.1	XP_023026922.1
XP_018579649.2	XP_023019973.1
XP_018579653.1	XP_023025619.1
XP_018579654.1	XP_023026098.1
XP_018579656.1	XP_023020099.1
XP_018579657.1	XP_023026426.1
XP_018579658.1	XP_023027956.1
XP_018579661.1	XP_023022950.1
XP_018579662.1	XP_023013095.1
XP_018579663.1	XP_023020100.1
XP_018579664.1	XP_023015800.1
XP_018579667.1	XP_023026100.1
XP_018579668.1	XP_023022330.1
XP_018579669.2	XP_023026814.1
XP_018579671.1	XP_023028844.1
XP_018579674.1	XP_023020928.1
XP_018579675.1	XP_023026811.1
XP_018579676.1	XP_023026815.1
XP_018579678.1	XP_023019344.1
XP_018579685.1	XP_023026424.1
XP_018579686.1	XP_023026423.1
XP_018579688.1	XP_023020930.1
XP_018579692.1	XP_023018138.1
XP_018579696.1	XP_023023219.1
XP_018579697.1	XP_023023217.1
XP_018579700.1	XP_023022152.1
XP_018579702.1	XP_023012137.1
XP_018579703.1	XP_023026736.1
XP_018579704.1	XP_023027712.1
XP_018579706.1	XP_023013094.1
XP_018579707.1	XP_023018141.1
XP_018579710.1	XP_023014500.1
XP_018579712.1	XP_023011501.1
XP_018579713.1	XP_023027264.1
XP_018579714.2	XP_023028099.1
XP_018579716.1	XP_023014275.1
XP_018579717.1	XP_023014262.1
XP_018579721.1	XP_023020389.1
XP_018579722.1	XP_023015118.1
XP_018579723.1	XP_023030509.1
XP_018579724.1	XP_023023799.1
XP_018579728.1	XP_023024629.1
XP_018579729.1	XP_023024631.1
XP_018579730.1	XP_023024626.1
XP_018579731.1	XP_023023803.1
XP_018579736.1	XP_023015868.1
XP_018579738.1	XP_023015101.1
XP_018579744.1	XP_023020071.1
XP_018579745.1	XP_023021360.1
XP_018579746.1	XP_023023805.1
XP_018579748.1	XP_023015905.1
XP_018579763.1	XP_023021630.1
XP_018579766.1	XP_023017314.1
XP_018579769.1	XP_023025472.1
XP_018579772.1	XP_023015105.1
XP_018579773.1	XP_023015879.1
XP_018579774.1	XP_023015104.1
XP_018579775.1	XP_023015100.1
XP_018579776.1	XP_023015099.1
XP_018579777.1	XP_023014271.1
XP_018579783.1	XP_023015123.1
XP_018579785.1	XP_023014269.1
XP_018579788.1	XP_023020386.1
XP_018579793.1	XP_023015119.1
XP_018579795.1	XP_023015103.1
XP_018579796.1	XP_023020391.1
XP_018579797.1	XP_023020385.1
XP_018579798.1	XP_023014267.1
XP_018579799.1	XP_023024628.1
XP_018579800.1	XP_023012260.1
XP_018579802.1	XP_023018153.1
XP_018579803.1	XP_023018156.1
XP_018579805.1	XP_023018163.1
XP_018579806.1	XP_023021110.1
XP_018579807.1	XP_023018158.1
XP_018579810.1	XP_023018151.1
XP_018579812.1	XP_023019241.1
XP_018579813.1	XP_023018161.1
XP_018579815.1	XP_023028959.1
XP_018579817.1	XP_023018155.1
XP_018579818.1	XP_023015310.1
XP_018579820.1	XP_023015311.1
XP_018579821.1	XP_023013319.1
XP_018579823.1	XP_023013320.1
XP_018579825.1	XP_023024477.1
XP_018579827.1	XP_023013318.1
XP_018579830.1	XP_023021109.1
XP_018579831.1	XP_023015307.1
XP_018579834.1	XP_023015309.1
XP_018579835.1	XP_023015303.1
XP_018579836.1	XP_023015304.1
XP_018579837.1	XP_023015302.1
XP_018579838.1	XP_023023638.1
XP_018579839.1	XP_023011840.1
XP_018579842.1	XP_023029008.1
XP_018579844.1	XP_023016742.1
XP_018579845.1	XP_023016739.1
XP_018579850.1	XP_023016743.1
XP_018579851.1	XP_023029023.1
XP_018579853.1	XP_023016749.1
XP_018579854.1	XP_023016755.1
XP_018579855.1	XP_023016740.1
XP_018579856.1	XP_023016752.1
XP_018579858.1	XP_023020113.1
XP_018579868.1	XP_023029028.1
XP_018579869.1	XP_023023546.1
XP_018579874.1	XP_023013373.1
XP_018579877.1	XP_023024783.1
XP_018579878.1	XP_023027173.1
XP_018579879.1	XP_023012472.1
XP_018579885.1	XP_023015397.1
XP_018579889.1	XP_023011670.1
XP_018579890.1	XP_023024784.1
XP_018579891.1	XP_023023938.1
XP_018579892.1	XP_023017683.1
XP_018579893.1	XP_023011675.1
XP_018579894.1	XP_023023545.1
XP_018579895.1	XP_023022234.1
XP_018579898.1	XP_023022147.1
XP_018579901.1	XP_023015832.1
XP_018579902.1	XP_023011673.1
XP_018579903.1	XP_023011672.1
XP_018579907.1	XP_023024864.1
XP_018579909.1	XP_023024863.1
XP_018579911.1	XP_023028469.1
XP_018579912.1	XP_023011676.1
XP_018579913.1	XP_023011658.1
XP_018579914.1	XP_023016060.1
XP_018579916.1	XP_023011677.1
XP_018579918.1	XP_023023933.1
XP_018579919.1	XP_023023932.1
XP_018579920.1	XP_023023936.1
XP_018579922.1	XP_023016067.1
XP_018579923.1	XP_023017508.1
XP_018579929.1	XP_023016076.1
XP_018579932.1	XP_023011674.1
XP_018579935.1	XP_023023935.1
XP_018579936.1	XP_023026962.1
XP_018579937.1	XP_023016084.1
XP_018579938.1	XP_023027470.1
XP_018579942.1	XP_023024189.1
XP_018579944.1	XP_023011669.1
XP_018579948.1	XP_023016107.1
XP_018579949.1	XP_023014788.1
XP_018579951.1	XP_023013297.1
XP_018579952.1	XP_023028846.1
XP_018579953.1	XP_023023949.1
XP_018579957.1	XP_023024427.1
XP_018579959.1	XP_023027116.1
XP_018579960.1	XP_023015818.1
XP_018579961.1	XP_023027058.1
XP_018579962.1	XP_023027421.1
XP_018579964.1	XP_023021428.1
XP_018579965.1	XP_023020039.1
XP_018579971.1	XP_023029577.1
XP_018579973.1	XP_023014593.1
XP_018579975.1	XP_023021622.1
XP_018579976.1	XP_023014594.1
XP_018579978.1	XP_023018197.1
XP_018579979.1	XP_023020209.1
XP_018579980.1	XP_023029094.1
XP_018579983.1	XP_023012476.1
XP_018579984.1	XP_023013387.1
XP_018579985.1	XP_023014595.1
XP_018579988.1	XP_023014592.1
XP_018579990.1	XP_023013356.1
XP_018579992.1	XP_023028141.1
XP_018579993.1	XP_023018385.1
XP_018579994.2	XP_023027673.1
XP_018579998.1	XP_023029573.1
XP_018579999.1	XP_023022572.1
XP_018580000.1	XP_023014590.1
XP_018580002.1	XP_023025078.1
XP_018580005.1	XP_023020208.1
XP_018580006.1	XP_023018195.1
XP_018580007.1	XP_023018196.1
XP_018580008.1	XP_023018389.1
XP_018580012.1	XP_023021614.1
